"","unique_id","Species_standardised","Reference","Trait_value","Temperature","T_pk","B0_value","E_value","ED_value"
"3368","Haptolina ericina-:-Rhodes & Burke (1996)-:--41.200-:- 174.120","Haptolina ericina","Rhodes & Burke (1996)",0.61898,20,293.15,0.178139,0.895074613940992,1.79014922788198
"3369","Haptolina ericina-:-Rhodes & Burke (1996)-:--41.200-:- 174.120","Haptolina ericina","Rhodes & Burke (1996)",0,25,293.15,0.178139,0.895074613940992,1.79014922788198
"3370","Haptolina hirta-:-Rhodes & Burke (1996)-:--41.130-:- 173.990","Haptolina hirta","Rhodes & Burke (1996)",0,5,293.15,0.0651558,1.44925970578227,2.89851941156454
"3371","Haptolina hirta-:-Rhodes & Burke (1996)-:--41.130-:- 173.990","Haptolina hirta","Rhodes & Burke (1996)",0.0651558,10,293.15,0.0651558,1.44925970578227,2.89851941156454
"3372","Haptolina hirta-:-Rhodes & Burke (1996)-:--41.130-:- 173.990","Haptolina hirta","Rhodes & Burke (1996)",0.48243,15,293.15,0.0651558,1.44925970578227,2.89851941156454
"3373","Haptolina hirta-:-Rhodes & Burke (1996)-:--41.130-:- 173.990","Haptolina hirta","Rhodes & Burke (1996)",0.488669,20,293.15,0.0651558,1.44925970578227,2.89851941156454
"3374","Haptolina hirta-:-Rhodes & Burke (1996)-:--41.130-:- 173.990","Haptolina hirta","Rhodes & Burke (1996)",0,25,293.15,0.0651558,1.44925970578227,2.89851941156454
"3375","Heterocapsa circularisquama-:-Yamaguchi et al. (1997)-:- 34.700-:- 136.970","Heterocapsa circularisquama","Yamaguchi et al. (1997)",0,5,303.15,0.24,0.633862727294193,1.26772545458839
"3376","Heterocapsa circularisquama-:-Yamaguchi et al. (1997)-:- 34.700-:- 136.970","Heterocapsa circularisquama","Yamaguchi et al. (1997)",0,10,303.15,0.24,0.633862727294193,1.26772545458839
"3377","Heterocapsa circularisquama-:-Yamaguchi et al. (1997)-:- 34.700-:- 136.970","Heterocapsa circularisquama","Yamaguchi et al. (1997)",0.24,15,303.15,0.24,0.633862727294193,1.26772545458839
"3378","Heterocapsa circularisquama-:-Yamaguchi et al. (1997)-:- 34.700-:- 136.970","Heterocapsa circularisquama","Yamaguchi et al. (1997)",0.55,20,303.15,0.24,0.633862727294193,1.26772545458839
"3379","Heterocapsa circularisquama-:-Yamaguchi et al. (1997)-:- 34.700-:- 136.970","Heterocapsa circularisquama","Yamaguchi et al. (1997)",0.69,25,303.15,0.24,0.633862727294193,1.26772545458839
"3380","Heterocapsa circularisquama-:-Yamaguchi et al. (1997)-:- 34.700-:- 136.970","Heterocapsa circularisquama","Yamaguchi et al. (1997)",0.9,30,303.15,0.24,0.633862727294193,1.26772545458839
"3381","Heterocapsa triquetra-:-Aelion (1985)-:-NA-:-NA","Heterocapsa triquetra","Aelion (1985)",0.46,8,289.15,0.46,0.542755467048231,1.08551093409646
"3382","Heterocapsa triquetra-:-Aelion (1985)-:-NA-:-NA","Heterocapsa triquetra","Aelion (1985)",0.46,8,292.15,0.46,0.542755467048231,1.08551093409646
"3383","Heterocapsa triquetra-:-Aelion (1985)-:-NA-:-NA","Heterocapsa triquetra","Aelion (1985)",0.56,11,289.15,0.46,0.542755467048231,1.08551093409646
"3384","Heterocapsa triquetra-:-Aelion (1985)-:-NA-:-NA","Heterocapsa triquetra","Aelion (1985)",0.56,11,292.15,0.46,0.542755467048231,1.08551093409646
"3385","Heterocapsa triquetra-:-Aelion (1985)-:-NA-:-NA","Heterocapsa triquetra","Aelion (1985)",0.85,16,289.15,0.46,0.542755467048231,1.08551093409646
"3386","Heterocapsa triquetra-:-Aelion (1985)-:-NA-:-NA","Heterocapsa triquetra","Aelion (1985)",0.85,16,292.15,0.46,0.542755467048231,1.08551093409646
"3387","Heterocapsa triquetra-:-Aelion (1985)-:-NA-:-NA","Heterocapsa triquetra","Aelion (1985)",0.85,19,289.15,0.46,0.542755467048231,1.08551093409646
"3388","Heterocapsa triquetra-:-Aelion (1985)-:-NA-:-NA","Heterocapsa triquetra","Aelion (1985)",0.85,19,292.15,0.46,0.542755467048231,1.08551093409646
"3389","Heterocapsa triquetra-:-Aelion (1985)-:-NA-:-NA","Heterocapsa triquetra","Aelion (1985)",0.82,21,289.15,0.46,0.542755467048231,1.08551093409646
"3390","Heterocapsa triquetra-:-Aelion (1985)-:-NA-:-NA","Heterocapsa triquetra","Aelion (1985)",0.82,21,292.15,0.46,0.542755467048231,1.08551093409646
"3391","Heterocapsa triquetra-:-Yamaguchi et al. (1997)-:- 34.350-:- 132.458","Heterocapsa triquetra","Yamaguchi et al. (1997)",0.24,5,288.15,0.24,0.620568764237122,1.24113752847424
"3392","Heterocapsa triquetra-:-Yamaguchi et al. (1997)-:- 34.350-:- 132.458","Heterocapsa triquetra","Yamaguchi et al. (1997)",0.35,10,288.15,0.24,0.620568764237122,1.24113752847424
"3393","Heterocapsa triquetra-:-Yamaguchi et al. (1997)-:- 34.350-:- 132.458","Heterocapsa triquetra","Yamaguchi et al. (1997)",0.59,15,288.15,0.24,0.620568764237122,1.24113752847424
"3394","Heterocapsa triquetra-:-Yamaguchi et al. (1997)-:- 34.350-:- 132.458","Heterocapsa triquetra","Yamaguchi et al. (1997)",0.52,20,288.15,0.24,0.620568764237122,1.24113752847424
"3395","Heterocapsa triquetra-:-Yamaguchi et al. (1997)-:- 34.350-:- 132.458","Heterocapsa triquetra","Yamaguchi et al. (1997)",0.57,25,288.15,0.24,0.620568764237122,1.24113752847424
"3396","Heterocapsa triquetra-:-Yamaguchi et al. (1997)-:- 34.350-:- 132.458","Heterocapsa triquetra","Yamaguchi et al. (1997)",0,30,288.15,0.24,0.620568764237122,1.24113752847424
"3397","Heteromastix pyriformis-:-Throndsen (1976)-:- 69.660-:-  18.980","Heteromastix pyriformis","Throndsen (1976)",0.7,8,295.15,0.05,0.32159629747257,0.64319259494514
"3398","Heteromastix pyriformis-:-Throndsen (1976)-:- 69.660-:-  18.980","Heteromastix pyriformis","Throndsen (1976)",1.22,15,295.15,0.05,0.32159629747257,0.64319259494514
"3399","Heteromastix pyriformis-:-Throndsen (1976)-:- 69.660-:-  18.980","Heteromastix pyriformis","Throndsen (1976)",1.31,22,295.15,0.05,0.32159629747257,0.64319259494514
"3400","Heteromastix pyriformis-:-Throndsen (1976)-:- 69.660-:-  18.980","Heteromastix pyriformis","Throndsen (1976)",0.05,28,295.15,0.05,0.32159629747257,0.64319259494514
"3401","Heteromastix pyriformis-:-Throndsen (1976)-:- 69.660-:-  18.980","Heteromastix pyriformis","Throndsen (1976)",0.698692,8,295.15,0.05,0.32159629747257,0.64319259494514
"3402","Heteromastix pyriformis-:-Throndsen (1976)-:- 69.660-:-  18.980","Heteromastix pyriformis","Throndsen (1976)",1.22479,15,295.15,0.05,0.32159629747257,0.64319259494514
"3403","Heteromastix pyriformis-:-Throndsen (1976)-:- 69.660-:-  18.980","Heteromastix pyriformis","Throndsen (1976)",1.3052,22,295.15,0.05,0.32159629747257,0.64319259494514
"3404","Heteromastix pyriformis-:-Throndsen (1976)-:- 69.660-:-  18.980","Heteromastix pyriformis","Throndsen (1976)",0.051986,28,295.15,0.05,0.32159629747257,0.64319259494514
"3405","Heterosigma akashiwo-:-Ono (2000)-:- 34.500-:- 134.580","Heterosigma akashiwo","Ono (2000)",0.36,10,298.15,0.356,0.472201761294887,0.944403522589774
"3406","Heterosigma akashiwo-:-Ono (2000)-:- 34.500-:- 134.580","Heterosigma akashiwo","Ono (2000)",0.38,15,298.15,0.356,0.472201761294887,0.944403522589774
"3407","Heterosigma akashiwo-:-Ono (2000)-:- 34.500-:- 134.580","Heterosigma akashiwo","Ono (2000)",0.55,20,298.15,0.356,0.472201761294887,0.944403522589774
"3408","Heterosigma akashiwo-:-Ono (2000)-:- 34.500-:- 134.580","Heterosigma akashiwo","Ono (2000)",1.01,25,298.15,0.356,0.472201761294887,0.944403522589774
"3409","Heterosigma akashiwo-:-Ono (2000)-:- 34.500-:- 134.580","Heterosigma akashiwo","Ono (2000)",0.74,30,298.15,0.356,0.472201761294887,0.944403522589774
"3410","Heterosigma akashiwo-:-Ono (2000)-:- 34.500-:- 134.580","Heterosigma akashiwo","Ono (2000)",0.356,10,298.15,0.356,0.472201761294887,0.944403522589774
"3411","Heterosigma akashiwo-:-Ono (2000)-:- 34.500-:- 134.580","Heterosigma akashiwo","Ono (2000)",0.384,15,298.15,0.356,0.472201761294887,0.944403522589774
"3412","Hymenomonas carterae-:-Blankley & Lewin (1976)-:-NA-:-NA","Hymenomonas carterae","Blankley & Lewin (1976)",0,8,292.15,0.1288,0.69373352351494,1.38746704702988
"3413","Hymenomonas carterae-:-Blankley & Lewin (1976)-:-NA-:-NA","Hymenomonas carterae","Blankley & Lewin (1976)",0.147,12,292.15,0.1288,0.69373352351494,1.38746704702988
"3414","Hymenomonas carterae-:-Blankley & Lewin (1976)-:-NA-:-NA","Hymenomonas carterae","Blankley & Lewin (1976)",0.252,15,292.15,0.1288,0.69373352351494,1.38746704702988
"3415","Hymenomonas carterae-:-Blankley & Lewin (1976)-:-NA-:-NA","Hymenomonas carterae","Blankley & Lewin (1976)",0.2212,16,292.15,0.1288,0.69373352351494,1.38746704702988
"3416","Hymenomonas carterae-:-Blankley & Lewin (1976)-:-NA-:-NA","Hymenomonas carterae","Blankley & Lewin (1976)",0.259,17.5,292.15,0.1288,0.69373352351494,1.38746704702988
"3417","Hymenomonas carterae-:-Blankley & Lewin (1976)-:-NA-:-NA","Hymenomonas carterae","Blankley & Lewin (1976)",0.28,19,292.15,0.1288,0.69373352351494,1.38746704702988
"3418","Hymenomonas carterae-:-Blankley & Lewin (1976)-:-NA-:-NA","Hymenomonas carterae","Blankley & Lewin (1976)",0.3374,19,292.15,0.1288,0.69373352351494,1.38746704702988
"3419","Hymenomonas carterae-:-Blankley & Lewin (1976)-:-NA-:-NA","Hymenomonas carterae","Blankley & Lewin (1976)",0.3206,20.5,292.15,0.1288,0.69373352351494,1.38746704702988
"3420","Hymenomonas carterae-:-Blankley & Lewin (1976)-:-NA-:-NA","Hymenomonas carterae","Blankley & Lewin (1976)",0.3122,22.5,292.15,0.1288,0.69373352351494,1.38746704702988
"3421","Hymenomonas carterae-:-Blankley & Lewin (1976)-:-NA-:-NA","Hymenomonas carterae","Blankley & Lewin (1976)",0.3066,23,292.15,0.1288,0.69373352351494,1.38746704702988
"3422","Hymenomonas carterae-:-Blankley & Lewin (1976)-:-NA-:-NA","Hymenomonas carterae","Blankley & Lewin (1976)",0.203,25,292.15,0.1288,0.69373352351494,1.38746704702988
"3423","Hymenomonas carterae-:-Blankley & Lewin (1976)-:-NA-:-NA","Hymenomonas carterae","Blankley & Lewin (1976)",0,26,292.15,0.1288,0.69373352351494,1.38746704702988
"3424","Hymenomonas carterae-:-Blankley & Lewin (1976)-:-NA-:-NA","Hymenomonas carterae","Blankley & Lewin (1976)",0.1288,27,292.15,0.1288,0.69373352351494,1.38746704702988
"3425","Isochrysis galbana-:-Renaud et al. (1995)-:--14.880-:--148.670","Isochrysis galbana","Renaud et al. (1995)",0.09,10,298.15,0.02,0.706248385500958,1.41249677100192
"3426","Isochrysis galbana-:-Renaud et al. (1995)-:--14.880-:--148.670","Isochrysis galbana","Renaud et al. (1995)",0.09,10,303.15,0.02,0.706248385500958,1.41249677100192
"3427","Isochrysis galbana-:-Renaud et al. (1995)-:--14.880-:--148.670","Isochrysis galbana","Renaud et al. (1995)",0.36,15,298.15,0.02,0.706248385500958,1.41249677100192
"3428","Isochrysis galbana-:-Renaud et al. (1995)-:--14.880-:--148.670","Isochrysis galbana","Renaud et al. (1995)",0.36,15,303.15,0.02,0.706248385500958,1.41249677100192
"3429","Isochrysis galbana-:-Renaud et al. (1995)-:--14.880-:--148.670","Isochrysis galbana","Renaud et al. (1995)",0.55,20,298.15,0.02,0.706248385500958,1.41249677100192
"3430","Isochrysis galbana-:-Renaud et al. (1995)-:--14.880-:--148.670","Isochrysis galbana","Renaud et al. (1995)",0.55,20,303.15,0.02,0.706248385500958,1.41249677100192
"3431","Isochrysis galbana-:-Renaud et al. (1995)-:--14.880-:--148.670","Isochrysis galbana","Renaud et al. (1995)",0.69,25,298.15,0.02,0.706248385500958,1.41249677100192
"3432","Isochrysis galbana-:-Renaud et al. (1995)-:--14.880-:--148.670","Isochrysis galbana","Renaud et al. (1995)",0.69,25,303.15,0.02,0.706248385500958,1.41249677100192
"3433","Isochrysis galbana-:-Renaud et al. (1995)-:--14.880-:--148.670","Isochrysis galbana","Renaud et al. (1995)",0.69,30,298.15,0.02,0.706248385500958,1.41249677100192
"3434","Isochrysis galbana-:-Renaud et al. (1995)-:--14.880-:--148.670","Isochrysis galbana","Renaud et al. (1995)",0.69,30,303.15,0.02,0.706248385500958,1.41249677100192
"3435","Isochrysis galbana-:-Renaud et al. (1995)-:--14.880-:--148.670","Isochrysis galbana","Renaud et al. (1995)",0.02,35,298.15,0.02,0.706248385500958,1.41249677100192
"3436","Isochrysis galbana-:-Renaud et al. (1995)-:--14.880-:--148.670","Isochrysis galbana","Renaud et al. (1995)",0.02,35,303.15,0.02,0.706248385500958,1.41249677100192
"3437","Isochrysis galbana-:-Renaud et al. (2002)-:--14.880-:--148.670","Isochrysis galbana","Renaud et al. (2002)",0.81,25,300.15,0.68,0.695029149805245,1.39005829961049
"3438","Isochrysis galbana-:-Renaud et al. (2002)-:--14.880-:--148.670","Isochrysis galbana","Renaud et al. (2002)",0.97,27,300.15,0.68,0.695029149805245,1.39005829961049
"3439","Isochrysis galbana-:-Renaud et al. (2002)-:--14.880-:--148.670","Isochrysis galbana","Renaud et al. (2002)",0.89,30,300.15,0.68,0.695029149805245,1.39005829961049
"3440","Isochrysis galbana-:-Renaud et al. (2002)-:--14.880-:--148.670","Isochrysis galbana","Renaud et al. (2002)",0.68,33,300.15,0.68,0.695029149805245,1.39005829961049
"3441","Isochrysis galbana-:-Renaud et al. (2002)-:--14.880-:--148.670","Isochrysis galbana","Renaud et al. (2002)",0,35,300.15,0.68,0.695029149805245,1.39005829961049
"3442","Isochrysis galbana-:-Renaud et al. (2002)-:--14.880-:--148.670","Isochrysis galbana","Renaud et al. (2002)",-0.04,35,300.15,0.68,0.695029149805245,1.39005829961049
"3443","Isochrysis galbana-:-Thompson et al. (1992)-:-NA-:-NA","Isochrysis galbana","Thompson et al. (1992)",0.5,10,298.15,0.18,0.517979896655395,1.03595979331079
"3444","Isochrysis galbana-:-Thompson et al. (1992)-:-NA-:-NA","Isochrysis galbana","Thompson et al. (1992)",0.55,10,298.15,0.18,0.517979896655395,1.03595979331079
"3445","Isochrysis galbana-:-Thompson et al. (1992)-:-NA-:-NA","Isochrysis galbana","Thompson et al. (1992)",0.59,10,298.15,0.18,0.517979896655395,1.03595979331079
"3446","Isochrysis galbana-:-Thompson et al. (1992)-:-NA-:-NA","Isochrysis galbana","Thompson et al. (1992)",0.18,15,298.15,0.18,0.517979896655395,1.03595979331079
"3447","Isochrysis galbana-:-Thompson et al. (1992)-:-NA-:-NA","Isochrysis galbana","Thompson et al. (1992)",1.31,15,298.15,0.18,0.517979896655395,1.03595979331079
"3448","Isochrysis galbana-:-Thompson et al. (1992)-:-NA-:-NA","Isochrysis galbana","Thompson et al. (1992)",0.39,17,298.15,0.18,0.517979896655395,1.03595979331079
"3449","Isochrysis galbana-:-Thompson et al. (1992)-:-NA-:-NA","Isochrysis galbana","Thompson et al. (1992)",0.56,20,298.15,0.18,0.517979896655395,1.03595979331079
"3450","Isochrysis galbana-:-Thompson et al. (1992)-:-NA-:-NA","Isochrysis galbana","Thompson et al. (1992)",0.6,20,298.15,0.18,0.517979896655395,1.03595979331079
"3451","Isochrysis galbana-:-Thompson et al. (1992)-:-NA-:-NA","Isochrysis galbana","Thompson et al. (1992)",0.63,20,298.15,0.18,0.517979896655395,1.03595979331079
"3452","Isochrysis galbana-:-Thompson et al. (1992)-:-NA-:-NA","Isochrysis galbana","Thompson et al. (1992)",0.81,20,298.15,0.18,0.517979896655395,1.03595979331079
"3453","Isochrysis galbana-:-Thompson et al. (1992)-:-NA-:-NA","Isochrysis galbana","Thompson et al. (1992)",1.36,25,298.15,0.18,0.517979896655395,1.03595979331079
"3454","Isochrysis galbana-:-Thompson et al. (1992)-:-NA-:-NA","Isochrysis galbana","Thompson et al. (1992)",1.9,25,298.15,0.18,0.517979896655395,1.03595979331079
"3455","Isochrysis galbana-:-Thompson et al. (1992)-:-NA-:-NA","Isochrysis galbana","Thompson et al. (1992)",1.96,25,298.15,0.18,0.517979896655395,1.03595979331079
"3456","Isochrysis-:-Renaud et al. (1995)-:--18.510-:- 121.800","Isochrysis","Renaud et al. (1995)",0.11,10,293.15,0.11,1.15181863562475,2.30363727124951
"3457","Isochrysis-:-Renaud et al. (1995)-:--18.510-:- 121.800","Isochrysis","Renaud et al. (1995)",0.27,15,293.15,0.11,1.15181863562475,2.30363727124951
"3458","Isochrysis-:-Renaud et al. (1995)-:--18.510-:- 121.800","Isochrysis","Renaud et al. (1995)",0.55,20,293.15,0.11,1.15181863562475,2.30363727124951
"3459","Isochrysis-:-Renaud et al. (1995)-:--18.510-:- 121.800","Isochrysis","Renaud et al. (1995)",0.4,25,293.15,0.11,1.15181863562475,2.30363727124951
"3460","Isochrysis-:-Renaud et al. (1995)-:--18.510-:- 121.800","Isochrysis","Renaud et al. (1995)",0.34,30,293.15,0.11,1.15181863562475,2.30363727124951
"3461","Isochrysis-:-Renaud et al. (1995)-:--18.510-:- 121.800","Isochrysis","Renaud et al. (1995)",0.13,35,293.15,0.11,1.15181863562475,2.30363727124951
"3462","Katodinium rotundatum-:-Throndsen (1976)-:- 59.450-:-  10.520","Katodinium rotundatum","Throndsen (1976)",0.49,5,293.15,0.13,0.48394600734779,0.96789201469558
"3463","Katodinium rotundatum-:-Throndsen (1976)-:- 59.450-:-  10.520","Katodinium rotundatum","Throndsen (1976)",0.97,10,293.15,0.13,0.48394600734779,0.96789201469558
"3464","Katodinium rotundatum-:-Throndsen (1976)-:- 59.450-:-  10.520","Katodinium rotundatum","Throndsen (1976)",1.46,20,293.15,0.13,0.48394600734779,0.96789201469558
"3465","Katodinium rotundatum-:-Throndsen (1976)-:- 59.450-:-  10.520","Katodinium rotundatum","Throndsen (1976)",0.76,25,293.15,0.13,0.48394600734779,0.96789201469558
"3466","Katodinium rotundatum-:-Throndsen (1976)-:- 59.450-:-  10.520","Katodinium rotundatum","Throndsen (1976)",0.13,29,293.15,0.13,0.48394600734779,0.96789201469558
"3467","Katodinium rotundatum-:-Throndsen (1976)-:- 59.450-:-  10.520","Katodinium rotundatum","Throndsen (1976)",0.485203,5,293.15,0.13,0.48394600734779,0.96789201469558
"3468","Katodinium rotundatum-:-Throndsen (1976)-:- 59.450-:-  10.520","Katodinium rotundatum","Throndsen (1976)",0.970406,10,293.15,0.13,0.48394600734779,0.96789201469558
"3469","Katodinium rotundatum-:-Throndsen (1976)-:- 59.450-:-  10.520","Katodinium rotundatum","Throndsen (1976)",1.45561,20,293.15,0.13,0.48394600734779,0.96789201469558
"3470","Katodinium rotundatum-:-Throndsen (1976)-:- 59.450-:-  10.520","Katodinium rotundatum","Throndsen (1976)",0.758303,25,293.15,0.13,0.48394600734779,0.96789201469558
"3471","Katodinium rotundatum-:-Throndsen (1976)-:- 59.450-:-  10.520","Katodinium rotundatum","Throndsen (1976)",0.134471,29,293.15,0.13,0.48394600734779,0.96789201469558
"3472","Klebsormidium-:-Teoh et al. (2004)-:--66.280-:- 110.480","Klebsormidium","Teoh et al. (2004)",0.08,4,287.15,0.03,0.639235337152223,1.27847067430445
"3473","Klebsormidium-:-Teoh et al. (2004)-:--66.280-:- 110.480","Klebsormidium","Teoh et al. (2004)",0.08,4,287.15,0.03,0.639235337152223,1.27847067430445
"3474","Klebsormidium-:-Teoh et al. (2004)-:--66.280-:- 110.480","Klebsormidium","Teoh et al. (2004)",0.17,6,287.15,0.03,0.639235337152223,1.27847067430445
"3475","Klebsormidium-:-Teoh et al. (2004)-:--66.280-:- 110.480","Klebsormidium","Teoh et al. (2004)",0.17,6,287.15,0.03,0.639235337152223,1.27847067430445
"3476","Klebsormidium-:-Teoh et al. (2004)-:--66.280-:- 110.480","Klebsormidium","Teoh et al. (2004)",0.14,9,287.15,0.03,0.639235337152223,1.27847067430445
"3477","Klebsormidium-:-Teoh et al. (2004)-:--66.280-:- 110.480","Klebsormidium","Teoh et al. (2004)",0.14,9,287.15,0.03,0.639235337152223,1.27847067430445
"3478","Klebsormidium-:-Teoh et al. (2004)-:--66.280-:- 110.480","Klebsormidium","Teoh et al. (2004)",0.25,14,287.15,0.03,0.639235337152223,1.27847067430445
"3479","Klebsormidium-:-Teoh et al. (2004)-:--66.280-:- 110.480","Klebsormidium","Teoh et al. (2004)",0.25,14,287.15,0.03,0.639235337152223,1.27847067430445
"3480","Klebsormidium-:-Teoh et al. (2004)-:--66.280-:- 110.480","Klebsormidium","Teoh et al. (2004)",0.16,20,287.15,0.03,0.639235337152223,1.27847067430445
"3481","Klebsormidium-:-Teoh et al. (2004)-:--66.280-:- 110.480","Klebsormidium","Teoh et al. (2004)",0.16,20,287.15,0.03,0.639235337152223,1.27847067430445
"3482","Klebsormidium-:-Teoh et al. (2004)-:--66.280-:- 110.480","Klebsormidium","Teoh et al. (2004)",0.03,30,287.15,0.03,0.639235337152223,1.27847067430445
"3483","Klebsormidium-:-Teoh et al. (2004)-:--66.280-:- 110.480","Klebsormidium","Teoh et al. (2004)",0.03,30,287.15,0.03,0.639235337152223,1.27847067430445
"3484","Klebsormidium-:-Teoh et al. (2004)-:--66.280-:- 110.480","Klebsormidium","Teoh et al. (2004)",0.08,4,287.15,0.03,0.639235337152223,1.27847067430445
"3485","Klebsormidium-:-Teoh et al. (2004)-:--66.280-:- 110.480","Klebsormidium","Teoh et al. (2004)",0.08,4,287.15,0.03,0.639235337152223,1.27847067430445
"3486","Klebsormidium-:-Teoh et al. (2004)-:--66.280-:- 110.480","Klebsormidium","Teoh et al. (2004)",0.17,6,287.15,0.03,0.639235337152223,1.27847067430445
"3487","Klebsormidium-:-Teoh et al. (2004)-:--66.280-:- 110.480","Klebsormidium","Teoh et al. (2004)",0.17,6,287.15,0.03,0.639235337152223,1.27847067430445
"3488","Klebsormidium-:-Teoh et al. (2004)-:--66.280-:- 110.480","Klebsormidium","Teoh et al. (2004)",0.14,9,287.15,0.03,0.639235337152223,1.27847067430445
"3489","Klebsormidium-:-Teoh et al. (2004)-:--66.280-:- 110.480","Klebsormidium","Teoh et al. (2004)",0.14,9,287.15,0.03,0.639235337152223,1.27847067430445
"3490","Klebsormidium-:-Teoh et al. (2004)-:--66.280-:- 110.480","Klebsormidium","Teoh et al. (2004)",0.25,14,287.15,0.03,0.639235337152223,1.27847067430445
"3491","Klebsormidium-:-Teoh et al. (2004)-:--66.280-:- 110.480","Klebsormidium","Teoh et al. (2004)",0.25,14,287.15,0.03,0.639235337152223,1.27847067430445
"3492","Klebsormidium-:-Teoh et al. (2004)-:--66.280-:- 110.480","Klebsormidium","Teoh et al. (2004)",0.16,20,287.15,0.03,0.639235337152223,1.27847067430445
"3493","Klebsormidium-:-Teoh et al. (2004)-:--66.280-:- 110.480","Klebsormidium","Teoh et al. (2004)",0.16,20,287.15,0.03,0.639235337152223,1.27847067430445
"3494","Klebsormidium-:-Teoh et al. (2004)-:--66.280-:- 110.480","Klebsormidium","Teoh et al. (2004)",0.03,30,287.15,0.03,0.639235337152223,1.27847067430445
"3495","Klebsormidium-:-Teoh et al. (2004)-:--66.280-:- 110.480","Klebsormidium","Teoh et al. (2004)",0.03,30,287.15,0.03,0.639235337152223,1.27847067430445
"3496","Lauderia annulata-:-Baars (1981)-:-NA-:-NA","Lauderia annulata","Baars (1981)",0.55,6,289.15,0.52,0.795627878989446,1.59125575797889
"3497","Lauderia annulata-:-Baars (1981)-:-NA-:-NA","Lauderia annulata","Baars (1981)",1.13,12,289.15,0.52,0.795627878989446,1.59125575797889
"3498","Lauderia annulata-:-Baars (1981)-:-NA-:-NA","Lauderia annulata","Baars (1981)",1.72,16,289.15,0.52,0.795627878989446,1.59125575797889
"3499","Lauderia annulata-:-Baars (1981)-:-NA-:-NA","Lauderia annulata","Baars (1981)",1,20,289.15,0.52,0.795627878989446,1.59125575797889
"3500","Lauderia annulata-:-Baars (1981)-:-NA-:-NA","Lauderia annulata","Baars (1981)",0.52,26,289.15,0.52,0.795627878989446,1.59125575797889
"3501","Leonella granifera-:-Meier et al. (2004)-:-  7.030-:- -48.230","Leonella granifera","Meier et al. (2004)",0.1,16,302.15,0.03,0.713823264843806,1.42764652968761
"3502","Leonella granifera-:-Meier et al. (2004)-:-  7.030-:- -48.230","Leonella granifera","Meier et al. (2004)",0.03,17,302.15,0.03,0.713823264843806,1.42764652968761
"3503","Leonella granifera-:-Meier et al. (2004)-:-  7.030-:- -48.230","Leonella granifera","Meier et al. (2004)",0.08,19,302.15,0.03,0.713823264843806,1.42764652968761
"3504","Leonella granifera-:-Meier et al. (2004)-:-  7.030-:- -48.230","Leonella granifera","Meier et al. (2004)",0.12,21,302.15,0.03,0.713823264843806,1.42764652968761
"3505","Leonella granifera-:-Meier et al. (2004)-:-  7.030-:- -48.230","Leonella granifera","Meier et al. (2004)",0.05,22,302.15,0.03,0.713823264843806,1.42764652968761
"3506","Leonella granifera-:-Meier et al. (2004)-:-  7.030-:- -48.230","Leonella granifera","Meier et al. (2004)",0.13,24,302.15,0.03,0.713823264843806,1.42764652968761
"3507","Leonella granifera-:-Meier et al. (2004)-:-  7.030-:- -48.230","Leonella granifera","Meier et al. (2004)",0.18,26,302.15,0.03,0.713823264843806,1.42764652968761
"3508","Leonella granifera-:-Meier et al. (2004)-:-  7.030-:- -48.230","Leonella granifera","Meier et al. (2004)",0.18,27,302.15,0.03,0.713823264843806,1.42764652968761
"3509","Leonella granifera-:-Meier et al. (2004)-:-  7.030-:- -48.230","Leonella granifera","Meier et al. (2004)",0.19,29,302.15,0.03,0.713823264843806,1.42764652968761
"3510","Leonella granifera-:-Meier et al. (2004)-:-  7.030-:- -48.230","Leonella granifera","Meier et al. (2004)",0.17,30,302.15,0.03,0.713823264843806,1.42764652968761
"3511","Leonella granifera-:-Meier et al. (2004)-:-  7.030-:- -48.230","Leonella granifera","Meier et al. (2004)",0.103279,15.5,302.15,0.03,0.713823264843806,1.42764652968761
"3512","Leonella granifera-:-Meier et al. (2004)-:-  7.030-:- -48.230","Leonella granifera","Meier et al. (2004)",0.0346574,17.2,302.15,0.03,0.713823264843806,1.42764652968761
"3513","Leonella granifera-:-Meier et al. (2004)-:-  7.030-:- -48.230","Leonella granifera","Meier et al. (2004)",0.0804051,18.9,302.15,0.03,0.713823264843806,1.42764652968761
"3514","Leonella granifera-:-Meier et al. (2004)-:-  7.030-:- -48.230","Leonella granifera","Meier et al. (2004)",0.119221,20.7,302.15,0.03,0.713823264843806,1.42764652968761
"3515","Leonella granifera-:-Meier et al. (2004)-:-  7.030-:- -48.230","Leonella granifera","Meier et al. (2004)",0.047134,22.4,302.15,0.03,0.713823264843806,1.42764652968761
"3516","Leonella granifera-:-Meier et al. (2004)-:-  7.030-:- -48.230","Leonella granifera","Meier et al. (2004)",0.126846,24,302.15,0.03,0.713823264843806,1.42764652968761
"3517","Leonella granifera-:-Meier et al. (2004)-:-  7.030-:- -48.230","Leonella granifera","Meier et al. (2004)",0.177446,25.7,302.15,0.03,0.713823264843806,1.42764652968761
"3518","Leonella granifera-:-Meier et al. (2004)-:-  7.030-:- -48.230","Leonella granifera","Meier et al. (2004)",0.177446,27.4,302.15,0.03,0.713823264843806,1.42764652968761
